id,title,authors,genre,isbn,num_pages,publisher,publication_date,price
221,Ocean of Wisdom: Guidelines for Living,Dalai Lama XIV,unknown,0771025300,87,McClelland & Stewart,1990-02-01,17.75
222,"Switched (Trylle Trilogy, #1)",Amanda Hocking,fantasy,nan,336,Tor Books,2012-01-05,35.5
223,Goodness Gracious Green (Green #2),Judy Christie,romance,nan,288,Abingdon Press,2010-03-01,34.75
224,Awakening,Kitty Thomas,fantasy,nan,57,Burlesque Press,2011-08-25,30.0
225,The Agent's Secret Past,Debby Giusti,romance,0373675984,288,Love Inspired,2014-03-04,41.25
226,"The House of Binding Thorns (Dominion of the Fallen, #2)",Aliette de Bodard,fantasy,1473212596,320,Gollancz,2017-04-04,11.75
227,Under Drake's Flag: A Tale of the Spanish Main,G.A. Henty,fiction,0486442152,304,Dover Publications,2005-08-10,45.5
228,The Ghost Bride,Yangsze Choo,fantasy,0062275534,368,William Morrow,2013-08-06,32.5
229,"Entice (The Embrace Series, #2)","Jessica Shirvington,Rebecca Macauley",fantasy,1743184697,464,Bolinda Publishing,2012-09-04,8.5
230,Segredos de Uma Condessa Respeitável (Secrets #1),Lecia Cornwall,romance,nan,364,Planeta,2015-03-18,39.0
231,At the Highwayman's Pleasure,Sarah Mallory,romance,0373297785,288,Harlequin,2014-02-18,31.25
232,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,science,1416594787,470,Free Press,2009-09-22,21.25
233,Smithsonian Everything You Need to Know: Grades K-1,Ruth Strother,unknown,1626863105,275,Silver Dolphin Books,2015-06-09,14.0
234,Emotional Alchemy: How the Mind Can Heal the Heart,Tara Bennett-Goleman,science,0609607529,352,Harmony,2001-01-09,34.5
235,The Young Hitler I Knew,"August Kubizek,Geoffrey Brooks,Ian Kershaw",history,1853676942,264,Greenhill Books,2006-09-15,10.25
236,The Different Girl,Gordon Dahlquist,fiction,1101592540,242,Dutton Children's Books,2013-02-21,27.0
237,The Wisdom of Finance: Discovering Humanity in the World of Risk and Return,Mihir Desai,history,054491113X,223,Houghton Mifflin Harcourt,2017-05-23,5.75
238,"Isabel Feeney, Star Reporter",Beth Fantaskey,mystery,0544936965,352,HMH Books for Young Readers,2017-03-14,12.75
239,The Girl Who Could Not Dream,Sarah Beth Durst,fantasy,0544935268,384,HMH Books for Young Readers,2017-03-14,12.5
240,The Disappearances,Emily Bain Murphy,fantasy,0544879368,388,HMH Books for Young Readers,2017-07-04,8.75
241,Bradford Street Buddies: Springtime Blossoms,"Jerdine Nolen,Michelle  Henninger",unknown,0544873912,48,HMH Books for Young Readers,2017-03-14,30.5
242,The Secrets We Keep (A Letty Whittaker 12 Step Mystery #3),Donna White Glaser,mystery,nan,190,White Stone Press,2013-07-12,45.25
243,The Big Game,Kayla Lords,unknown,nan,10,Smashwords Edition,2013-07-12,35.5
244,A Little Bit Country,S.J. Frost,romance,1020130128,188,MLR Press,2013-08-15,30.0
245,"Japanese Cooking Made Simple: A Japanese Cookbook with Authentic Recipes for Ramen, Bento, Sushi & More",Salinas Press,unknown,1623153921,282,Salinas Press,2014-04-29,5.5
246,The Colombian Mule,Massimo Carlotto,mystery,0752863991,184,Orion Publishing,2004-07-01,48.25
247,"The Changing Face of Inequality: Urbanization, Industrial Development, and Immigrants in Detroit, 1880-1920",Olivier Zunz,unknown,0226994589,502,University Of Chicago Press,2000-08-30,12.75
248,Moonburner (Moonburner Cycle #1),Claire Luana,fantasy,1938985990,302,Soul Fire Press,2016-06-14,22.0
249,Woof!,Allan Ahlberg,fantasy,0140386696,160,Not Avail,1998-03-05,42.5
250,The Possession of Lawrence Eugene Davis,E.E. Ottoman,romance,nan,93,Less Than Three Press,2015-09-02,38.25
251,Lucifer's Children,Brett Williams,unknown,1936964317,348,Comet Press,2015-06-14,31.75
252,McKnight's Physical Geography: A Landscape Appreciation,"Darrel Hess,Dennis G. Tasa",science,0321874935,688,Prentice Hall,2013-01-10,15.75
253,"The Root of Wild Madder: Chasing the History, Mystery, and Lore of the Persian Carpet",Brian Murphy,history,0743264215,328,Simon  Schuster,2006-08-04,34.75
254,Girl in the Mirror,Mary Alice Monroe,romance,0778320618,440,Mira Books,2004-07-01,7.25
255,Wylding Hall,Elizabeth Hand,fantasy,1848638922,148,PS Publishing,2015-07-01,36.0
256,"Faust: A Tragedy, Part 1","Bayard Taylor,Johann Wolfgang von Goethe",unknown,1341283208,338,Palala Press,2015-09-02,30.0
257,Jack Kennedy: Elusive Hero,Chris Matthews,history,1451635095,496,Simon  Schuster,2012-11-06,31.5
258,Belgravia,"Julian Fellowes,Halvor Kristiansen",fiction,nan,448,Gyldendal,2016-08-12,25.5
259,"Surrender (Steel Brothers Saga, #6)",Helen Hardt,romance,1943893225,296,Waterhouse Press,2017-05-16,28.0
260,'I am an American': Filming the Fear of Difference,Cynthia Weber,unknown,184150422X,224,Intellect Ltd,2011-05-15,42.5
261,Canaan Land: A Religious History of African Americans,Albert J. Raboteau,history,0195145852,184,"Oxford University Press, USA",2001-02-22,37.5
262,"The Good Story: Exchanges on Truth, Fiction and Psychotherapy","J.M. Coetzee,Arabella Kurtz",unknown,1846558883,208,Harvill Secker,2015-05-21,34.25
263,Prom Dates to Die for,"Mari Farthing,Lena Brown,Heather Dearly,Kelly Parra,Jenny Peterson,Aaron   Smith",unknown,1938493001,140,Buzz Books USA,2012-04-16,32.75
264,"British Campaign Furniture: Elegance Under Canvas, 1740-1914","Nicholas A. Brawer,Jero Phillips",unknown,0810957116,232,Harry N. Abrams,2001-04-01,11.5
265,Le tre caravelle in un mare di guai,Massimo Romagnoli,unknown,8809807502,272,Giunti,2016-02-24,15.25
266,A Religious History of the American People,"Sydney E. Ahlstrom,David D. Hall",history,0300100124,1216,Yale University Press,2004-07-11,8.25
267,Body Actions,"Shelley Rotner,David A. White",science,0823423662,32,Holiday House,2012-08-01,11.25
268,"El infierno de Gabriel (El infierno de Gabriel, #1)",Sylvain Reynard,romance,nan,608,Esencia,2013-01-10,29.75
269,Phantom Lives - Power,Elizabeth Loraine,fantasy,1470158507,252,Createspace,2012-03-02,19.25
270,"Stop Alzheimer's Now: How to Prevent and Reverse Dementia, Parkinsons, ALS, Multiple Sclerosis, and Other Neurodegenerative Disorders","Bruce Fife,Russell L. Blaylock",unknown,094159985X,354,Piccadilly Books,2011-02-09,17.75
271,Dwilogi Padang Bulan,Andrea Hirata,fiction,nan,521,PTS Litera Sdn Bhd,2011-04-06,31.25
272,The Memoir of Marilyn Monroe,Sandi Gelles-Cole,fiction,097866213X,154,Gelles-Cole Literary Enterprises,2011-04-22,20.75
273,Cutting It Short,Bohumil Hrabal,fiction,nan,112,Penguin Modern Classics,2017-06-29,12.25
274,"Scandalous Again (Switching Places, #1)",Christina Dodd,romance,0060092653,384,Avon,2003-02-25,48.75
275,"Fugitive (Choose Your Own Adventure, #182)","Edward Packard,Eric Cherry",unknown,0553567527,112,Skylark,1998-02-09,14.0
276,"Supercomputer (Choose Your Own Adventure, #39)",Edward Packard,fiction,055324678X,118,Bantam Books,1984-12-31,16.25
277,"The Great Zopper Toothpaste Treasure (Choose Your Own Adventure: Young Readers, #45)","Jennifer Bach,Amy Brost,Judith Mitchell",unknown,0553155830,53,Dell Yearling,1988-04-01,13.25
278,Spain: A Unique History,Stanley G. Payne,history,0299250245,326,University of Wisconsin Press,2011-01-11,9.5
279,Connecting to the Legacy!: Learn the Ethical and Spiritual Concerns of Jesus and His Disciples,Celso Cukierkorn,unknown,1490371362,194,Createspace Independent Publishing Platform,2013-06-07,11.5
280,On Masturbation,Mark Twain,unknown,1419677624,36,BookSurge Publishing,2007-09-20,36.25
281,The Baptism of Billy Bean,Roger Alan Skipper,fiction,1582434603,368,Counterpoint,2009-02-17,5.75
282,Du skal lide,Frode Eie Larsen,unknown,nan,325,LIV Forlag,2014-08-20,32.25
283,God's Not Dead: Evidence for God in an Age of Uncertainty,Rice Broocks,science,0718037014,284,Thomas Nelson,2015-03-03,18.25
284,"When God Doesn't Fix It: Lessons You Never Wanted to Learn, Truths You Can't Live Without",Laura Story,unknown,0718036972,304,Thomas Nelson,2015-09-15,29.0
285,"People Over Profit: Break the System, Live with Purpose, Be More Successful","Dale Partridge,Blake Mycoskie",unknown,0718036204,256,Thomas Nelson,2015-05-05,35.0
286,The Congressman Who Loved Flaubert: 21 Stories and Novellas,Ward Just,fiction,0395901375,389,Mariner Books,1998-06-08,11.75
287,The Best One-Dish Suppers,Cook's Illustrated Magazine,unknown,1933615818,352,Cook's Illustrated,2011-03-01,8.0
288,A Simple Soul,Gustave Flaubert,fiction,1421806258,108,1st World Library,2006-02-20,26.0
289,Bar Flaubert,"Alexis Stamatis,David Connolly",fiction,1900850575,287,Arcadia Books,2007-04-01,19.75
290,New Theories of Everything,John D. Barrow,science,0192807218,260,"Oxford University Press, USA",2007-08-01,27.75
291,"The Infinite Book: A Short Guide to the Boundless, Timeless and Endless",John D. Barrow,science,1400032245,352,Vintage Books,2006-09-12,27.5
292,Naked Soul: The Erotic Love Poems,Salil Jha,romance,0692265295,172,Naked Soul Press,2015-01-09,19.0
293,"The Taken (Celestial Blues, #1)",Vicki Pettersson,fantasy,nan,432,Harper Voyager,2012-06-12,39.0
294,Not Before Sundown,"Johanna Sinisalo,Herbert Lomas",fantasy,nan,236,Peter Cowen,2013-03-01,35.25
295,Bloodlines (Irene Kelly #9),Jan Burke,mystery,074322390X,465,Simon & Schuster,2005-01-04,12.75
296,Flame Out: A Novel,M.P. Cooley,mystery,0062300741,304,William Morrow Paperbacks,2016-05-03,12.0
297,"Changing Fate (Fate, #1)",Elisabeth Waters,fantasy,0886776082,240,DAW,1994-04-01,43.5
298,Falling Down the Aether Sky,Sekji Ani,unknown,1629890944,302,"World Castle Publishing, LLC",2014-06-01,28.5
299,Across the Blue Pacific: A World War II Story,"Louise Borden,Robert Andrew Parker",history,0618339221,48,HMH Books for Young Readers,2006-04-24,19.0
300,The Boy in the Striped Pyjamas,John Boyne,fiction,1909531197,215,Definitions (Young Adult),2014-02-13,38.25
301,A Boy in Winter,Maxine Chernoff,fiction,0609605224,256,Crown,1999-09-14,17.75
302,"Temptation: Part 1 (The Hunted, #1.1)",Ivy Smoak,romance,nan,88,"Amazon Digital Services, Inc.",2015-08-31,12.75
303,"Afflicted  (Afflicted, #1)",Brandon Shire,romance,nan,214,TPG Books,2012-09-05,9.0
304,Sacred Cows: A Lighthearted Look at Belief and Tradition Around the World,Seth Andrews,unknown,1478740817,212,Outskirts Press,2015-06-10,35.0
305,Frostwalker,Brandon R. Luffman,fiction,1483919439,240,Createspace,2013-05-07,22.25
306,Having Patience,Debra Glass,science,nan,108,Ellora's Cave,2010-06-02,48.25
307,De greppel,"Herman Koch,Kees Hulst",fiction,9026338570,9,Ambo Anthos,2016-10-27,45.75
308,Pendidikan Islam: Membentuk Manusia Berkarakter & Beradab,Adian Husaini,unknown,6029915215,225,Komunitas Nuun,2011-01-01,37.5
309,The Art of Seduction,"Robert Greene,Joost Elffers",history,110117529X,496,Penguin Books,2003-10-07,37.0
310,Vanished from Dust (Vanished from Dust #1),Shea Norwood,mystery,nan,324,Dust Devil Press,2014-09-17,32.25
311,"The Father's Love: Amid a Frantic Search for His Son, a Father Finds His Faith",Dave  Moore,unknown,161739369X,106,Tate Publishing & Enterprises,2011-03-01,37.75
312,"Getting Lucky (Getting, #3)",Kayla Perrin,romance,nan,296,Spice Books,2011-08-23,33.0
313,Winter Falls: A Tale of the Snow Queen,Jacque Stevens,romance,1544155654,288,sjacquebooks,2017-01-23,36.75
314,The Monkey and the Panda,"Antonia Barber,Meilo So",fiction,184507209X,32,Frances Lincoln Children's Books,2004-01-29,31.75
315,Living with the Active Alert Child: Groundbreaking Strategies for Parents,Linda S. Budd,unknown,1884734774,288,Parenting Press,2003-01-01,9.25
316,Catkin,"Antonia Barber,P.J. Lynch",fantasy,156402976X,48,Candlewick,1996-11-04,46.0
317,One Night with the Prince,T.M. Mendes,romance,1627619968,344,Blvnp Incorporated,2014-09-19,30.0
318,"A Game of Thrones: The Graphic Novel, Vol. 4","Daniel Abraham,George R.R. Martin",fantasy,0345529197,208,Bantam,2015-05-12,29.25
319,ABC Under the Sea: An Ocean Life Alphabet Book,"Barbara Knox,Don L. Curry",science,0736816844,32,Capstone,2003-01-01,8.75
320,Voices From The Moon,Andre Dubus,fiction,0879235322,126,David R. Godine Publisher,1984-01-01,12.0
321,Arlo Finch in the Valley of Fire,John August,fantasy,1626728143,336,Roaring Brook Press,2018-02-06,46.75
322,The Red Book,Deborah Copaken Kogan,fiction,1410449165,583,Thorndike Press,2012-07-26,5.75
323,Run,Andrew  Grant,mystery,nan,288,Ballantine Books,2014-10-07,42.75
324,The Pre-Raphaelites,Christopher  Wood,history,067057225X,160,The Viking Press,1981-11-10,16.25
325,Buyout (Roy Groves #1),Ray   Green,fiction,095751381X,272,Mainsail Books,2013-06-28,26.25
326,The Day My Teacher Came to Tea,"Ruth Whenham,Emma K.L. Hunt",unknown,095744236X,28,Mark Whenham Limited,2013-02-22,45.25
327,Surprised by God: How I Learned to Stop Worrying and Love Religion,Danya Ruttenberg,unknown,0807010685,256,Beacon Press,2008-08-01,21.25
328,Black Liquor: Poems,Dennis E. Bolen,unknown,1927575249,128,Caitlin Press,2013-09-01,43.0
329,Gena/Finn,"Hannah Moskowitz,Kat Helgeson",fiction,nan,291,Chronicle Books LLC,2016-04-05,30.5
330,Sullivan's Secret,Robin  Murphy,mystery,9526823028,130,Creativia,2014-09-11,5.75
331,"Hook, Line, and Sinker (Bernard Samson, #4-6)",Len Deighton,fiction,0712649646,730,Century,1992-09-27,9.0
332,"Shiver - Um Amor Impossível (Os Lobos de Mercy Falls, #1)","Maggie Stiefvater,Maria do Carmo Figueira",romance,nan,440,Editorial Presenca,2011-01-11,11.5
333,The Sound Bite Society: How Television Helps the Right and Hurts the Left,Jeffrey Scheuer,unknown,0415936624,230,Routledge,2001-11-02,48.5
334,A Quick Bite (Argeneau #1),Lynsay Sands,romance,0060773758,360,Avon,2005-10-25,45.25
335,Siempre hemos vivido en el castillo,"Shirley Jackson,Paula Kuffer Dinerstein",fiction,8494534866,208,Minuscula,2017-01-11,17.5
336,Dogs Don't Bite When a Growl Will Do: What Your Dog Can Teach You About Living a Happy Life,"Matt Weinstein,Luke Barber",unknown,0399530487,304,TarcherPerigee,2004-10-05,35.5
337,A Bite to Remember (Argeneau #5),Lynsay Sands,romance,006077407X,362,Avon,2006-06-27,44.5
338,Bootsie Barker Bites,"Barbara Bottner,Peggy Rathmann",fiction,0698114272,32,Puffin Books,1997-05-19,41.0
339,"Boys that Bite (Blood Coven Vampire, #1)",Mari Mancusi,fiction,0425209423,272,Berkley,2006-04-04,24.25
340,Amuse-Bouche: Little Bites of Delight Before the Meal Begins,"Rick Tramonto,Mary Goodbody,Tim Turner",unknown,0375507604,288,Random House,2002-10-22,35.5
341,Modern Manners for Your Inner Demons,Tara Laskowski,fiction,nan,88,Matter Press,2012-10-08,15.25
342,Leonora Carrington,"Sean Kissane,Leonora Carrington",unknown,1938922204,160,Irish Museum Of Modern Art,2013-12-31,10.25
343,The Disappearance Boy,Neil Bartlett,fiction,1620407256,288,Bloomsbury USA,2014-10-28,21.0
344,The Unsubstantial Air: American Fliers in the First World War,Samuel Hynes,history,0374278008,336,"Farrar, Straus and Giroux",2014-10-21,41.0
345,Without Warning,David Rosenfelt,mystery,1250055164,320,Minotaur Books,2014-11-25,35.0
346,"Pandora Hearts, Volume 10","Jun Mochizuki,Tomo Kimura",fantasy,0316197289,192,Yen Press,2012-05-29,41.75
347,On Immunity: An Inoculation,Eula Biss,science,1555976891,205,Graywolf Press,2014-09-30,49.5
348,Boudicca,Elizabeth  Wolfe,unknown,0441072518,369,Ace,1980-10-01,22.0
349,Wake Up Happy Every Day: A Novel,Stephen May,fiction,162040351X,368,Bloomsbury USA,2014-12-09,6.5
350,Wallflowers,Eliza Robertson,fiction,1620408155,304,Bloomsbury USA,2014-09-16,33.0
351,Twitchhiker: How One Man Travelled the World by Twitter,Paul          Smith,history,1849530742,320,Summersdale,2012-05-01,34.25
352,"Invincible (Chronicles of Nick, #2)","Sherrilyn Kenyon,Holter Graham",fantasy,1427211248,0,Macmillan Audio,2011-03-22,15.25
353,Geometry and Trigonometry for Calculus,Peter H. Selby,science,0471775584,424,Wiley,1975-05-02,19.75
354,Jung: A Graphic Guide,"Maggie Hyde,Michael McGuiness",science,1848310102,176,Totem Books,2004-12-15,15.0
355,"A Knock at Midnight: Inspiration from the Great Sermons of Reverend Martin Luther King, Jr.","Clayborne Carson,Peter Holloran,Keith David,Jay Gregory",history,1594831009,8,Grand Central Publishing,2005-12-01,33.75
356,"Ατσαλόκαρδος (Οι τιμωροί, #1)","Brandon Sanderson,Giannes Ioannides",fantasy,nan,584,Metaikhmio,2016-03-21,13.75
357,Gospel: Recovering the Power that Made Christianity Revolutionary,"J.D. Greear,Timothy J. Keller",unknown,1433673126,266,B Books,2011-10-01,28.75
358,The Vanishers,Heidi Julavits,fiction,0307947599,304,Anchor,2012-03-13,20.75
359,Das Spiel,"Stephen King,Joachim Korber",fiction,3453433971,480,Wilhelm Heyne Verlag Munchen,2009-06-02,25.0
360,SMS Uprising: Mobile Activism in Africa,"Sokari Ekine,Nathan Eagle",unknown,1906387354,172,Pambazuka Press,2010-01-01,8.5
361,We Belong Together,Joyce Wan,unknown,0545307406,14,Cartwheel Books,2011-10-01,44.0
362,Christmas at High Rising,Angela Thirkell,fiction,0349004307,146,Virago Press,2013-11-21,26.75
363,Kate's House,Sheryl Hames Torrres,romance,nan,390,"Desert Breeze Publishing, Inc",2015-10-11,18.5
364,"The Cowboy's Christmas Baby (Cowboys & Brides, #2)",Carolyn Brown,romance,nan,349,Sourcebooks Casablanca,2013-09-24,47.25
365,Trouble and Strife,Elizabeth Waite,unknown,0316881163,384,Little Brown and Company,1997-05-01,36.0
366,"Dark Hollow (Charlie Parker, #2)",John Connolly,mystery,074341022X,528,Pocket Books,2002-09-01,43.5
367,"Every Dead Thing (Charlie Parker, #1)",John Connolly,mystery,067102731X,467,Pocket Books,2000-07-01,18.25
368,The Baker's Man,A. Sanders,unknown,1304186997,258,A. Sanders,2013-07-22,13.5
369,"The Unquiet (Charlie Parker, #6)",John Connolly,mystery,0743298934,418,Atria Books,2007-05-15,47.5
370,Little Boy Blue: A Memoir in Verse,Gray Jacobik,unknown,1933880228,63,CavanKerry Press,2011-02-08,27.5
371,The Enchanted,Elaine Cantrell,fantasy,nan,219,Astraea Press,2013-05-14,15.5
372,"All-New X-Men, Vol. 4: All-Different","Brian Michael Bendis,Stuart Immonen,Brandon Peterson",fiction,1846535859,116,Panini Books,2014-04-30,10.75
373,Hallways in the Night,R.C. O'Leary,mystery,0985838280,310,Haywood Street Press,2013-12-16,32.5
374,Report from the Interior,Paul Auster,fiction,0571303684,352,Faber & Faber,2013-11-07,42.75
375,Eyes on You,Kate White,mystery,0061576638,320,Harper,2014-06-24,47.0
376,Distrust That Particular Flavor,William Gibson,science,1101559411,272,Penguin Group (USA),2012-01-03,27.0
377,المسافر,slm `md,unknown,nan,189,dr ktb llnshr w ltwzy`,2014-12-14,39.0
378,"Passion (Passion, #1)",M.L. Rhodes,romance,nan,112,Amber Quill Press/Amber Allure,2009-02-22,10.5
379,"One Mile Under (Ty Hauck, #4)",Andrew Gross,fiction,0061655996,396,William Morrow,2015-04-07,11.75
380,Furtive Ache,Amanda Young,unknown,nan,150,Amber Quill,2009-03-06,18.25
381,"Warleggan (Poldark, #4)",Winston Graham,fiction,0345260031,346,Ballantine Books,1978-05-12,31.75
382,Mama Me Quiere Bien Malo (Nerds #2),Michael Buckley,fiction,9876123351,260,V&R Ediciones,2011-05-01,22.5
383,"Spellbinding Quilts: Wizards, Witches, and Magical Characters",Maaike Bakker,unknown,1564776743,96,That Patchwork Place,2006-09-11,14.5
384,"Thinking on Paper: Refine, Express, and Actually Generate Ideas by Understanding the Processes of the Mind","V.A. Howard,J.H. Barton",unknown,0688077587,156,William Morrow Paperbacks,1988-02-25,35.5
385,"Changling (Curse of Kin, #2)",Ari Harper,unknown,nan,306,Lycaon Press,2013-10-30,22.5
386,Constructing the Political Spectacle,Murray Edelman,unknown,0226183998,142,University Of Chicago Press,1988-03-15,26.75
387,Tales of a Fourth Grade Nothing,Judy Blume,fiction,1400099188,3,Listening Library (Audio),2005-04-12,33.5
388,"Send Lawyers, Guns, and Roses (Heart and Haven, #2)",Heloise West,mystery,nan,250,Loose Id,2016-04-19,6.0
